figure,page,experiment,case_id,variable,coordinate,coordinate_value,value,units,averaging,svg_path_index,svg_x_pt,svg_y_pt,outline_halfwidth_value,intersection_count,method
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,2.22,0.6234526593708799,1,instantaneous plotted series,430,307.11312525000005,517.19885585,0.008558022981172773,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,2.24,0.6203300302773946,1,instantaneous plotted series,430,307.997344,517.54399175,0.008491096556160569,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,2.26,0.6180258063561184,1,instantaneous plotted series,430,308.88156275,517.7986715,0.008065487396494724,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,2.28,0.6190413776703083,1,instantaneous plotted series,430,309.7657815,517.6864231,0.008224060826070323,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,2.3,0.621146425539729,1,instantaneous plotted series,430,310.65000025,517.45375775,0.008603259750818028,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,2.32,0.6259159154317508,1,instantaneous plotted series,430,311.534219,516.9265987,0.010056302447654621,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,2.34,0.6304627224191692,1,instantaneous plotted series,430,312.41843775,516.4240522,0.008657532745923935,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,2.36,0.6287375402778161,1,instantaneous plotted series,430,313.3026565,516.614732,0.010140223762184928,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,2.38,0.6241369787190407,1,instantaneous plotted series,430,314.18687525,517.1232198499999,0.008387314997815894,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,2.4,0.6215801756712802,1,instantaneous plotted series,430,315.071094,517.4058165,0.008512555047011566,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,2.42,0.6154295795798731,1,instantaneous plotted series,430,315.95531275,518.08562555,0.011373315457575929,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,2.44,0.612604301791601,1,instantaneous plotted series,430,316.8395315,518.397896,0.010158986540018487,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,2.46,0.6199560807323846,1,instantaneous plotted series,430,317.72375025,517.5853234,0.01140987066512733,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,2.48,0.6271671596487481,1,instantaneous plotted series,430,318.607969,516.7883019999999,0.010822978791565132,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,2.5,0.6323663798525739,1,instantaneous plotted series,430,319.49218775,516.2136459999999,0.008417730548198317,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,2.52,0.6346278813141492,1,instantaneous plotted series,430,320.37640650000003,515.9636882499999,0.008056427647442724,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,2.54,0.6371071288929202,1,instantaneous plotted series,430,321.26062525000003,515.6896635999999,0.010889085509917042,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,2.56,0.6398330955098315,1,instantaneous plotted series,430,322.14484400000003,515.38836975,0.008375149682417336,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,2.58,0.6356640117942218,1,instantaneous plotted series,430,323.02906275000004,515.8491675,0.009488615776381815,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,2.6,0.6216795537943999,1,instantaneous plotted series,430,323.91328150000004,517.3948324999999,0.01836246422423753,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,2.62,0.6041988568910154,1,instantaneous plotted series,430,324.79750025000004,519.3269275,0.02673972786317885,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,2.64,0.5789216060416685,1,instantaneous plotted series,430,325.68171900000004,522.1207549000001,0.026298141209292275,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,2.66,0.5548632178296079,1,instantaneous plotted series,430,326.56593775,524.77986465,0.02502373575537993,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,2.68,0.531193887188676,1,instantaneous plotted series,430,327.45015650000005,527.3959729000001,0.024179225730783436,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,2.7,0.5077000751053966,1,instantaneous plotted series,430,328.33437525,529.99268155,0.023864141257207636,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,2.72,0.48455236787378153,1,instantaneous plotted series,430,329.21859400000005,532.55113615,0.0246015461115211,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,2.74,0.46431960673912587,1,instantaneous plotted series,430,330.10281275,534.7874095,0.02292178214288743,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,2.76,0.4468810478246904,1,instantaneous plotted series,430,330.9870315,536.7148471,0.015105569713138133,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,2.78,0.43541348238676614,1,instantaneous plotted series,430,331.87125025,537.98232665,0.011708049819780415,2,filled vector outline midpoint
